2015/06/05	代码	名称	最新	市盈率	涨幅	总额	换手率	销售毛利率	每股净资产	净利润同比	主营收入同比	连涨日子	连涨涨幅	连涨上市	涨停降幅	涨停位置	小幅个数	备忘	报告期	主营收入同比	A股	行业	市盈率	净利润同比	主营收入同比	400组振幅	外盘	30组涨幅	30日子	量比	均价	委比	委差	成交笔数	成交方向	总市值	流通市值
128	'600160'	巨化股份		2722.22①				9.057	3.912	-5.260	-9.460								20150331一季报	-9.460	181092	石油化工	2722.22①	-5.260	-9.460						9.80					1774698	1774698
129	'600161'	天坛生物		594.25①				48.171	3.789	-87.240	-22.680	2137.000							20150331一季报	-22.680	51547	生物医药	594.25①	-87.240	-22.680						47.54					2450530	2450530
130	'600162'	香江控股		30.13①				40.765	2.435	2.190	105.720	1883.000							20150331一季报	105.720	76781	房地产	30.13①	2.190	105.720						9.64					740171	740171
131	'600165'	新日恒力		-43.52①				7.557	3.269	-154.500	-53.440								20150331一季报	-53.440	19395	金属材料	-43.52①	-154.500	-53.440						20.54					562701	398381
132	'600166'	福田汽车		58.36①				13.042	5.504	-42.010	-13.570	1519.000							20150331一季报	-13.570	253810	机械仪表	58.36①	-42.010	-13.570						8.87					2958203	2251295
133	'600167'	联美控股		8.21①				50.600	5.291	16.050	15.430	971.000							20150331一季报	15.430	21100	供水供电	8.21①	16.050	15.430						19.83					418413	418413
134	'600168'	武汉控股		33.15				35.616	5.830	19.540	13.820								20141231年报	13.820	56888	供水供电	33.15	19.540	13.820						15.25					1082094	867544
135	'600169'	太原重工		1892.19①				19.125	2.235	-38.910	-14.710	414.000							20150331一季报	-14.710	242396	机械仪表	1892.19①	-38.910	-14.710						12.11					2935410	2935410
136	'600170'	上海建工		39.68①				7.533	3.095	17.440	21.020	1902.000							20150331一季报	21.020	469020	建筑业	39.68①	17.440	21.020						10.00					5943215	4690202
137	'600171'	上海贝岭		2978.75①				26.295	2.380	113.840	12.370								20150331一季报	12.370	67381	电子	2978.75①	113.840	12.370						23.83					1605684	1605684
138	'600172'	黄河旋风		48.90①				33.143	5.040	-5.240	0.480	5.000							20150331一季报	0.480	49668	金属材料	48.90①	-5.240	0.480						17.70					1230206	879121
139	'600173'	卧龙地产		86.65①				29.017	2.243	-21.230	25.520	3555.000							20150331一季报	25.520	72506	房地产	86.65①	-21.230	25.520						9.67					701218	701131
140	'600175'	美都能源		200.00①				6.611	1.837	259.460	43.180	423.000							20150331一季报	43.180	144803	商业贸易	200.00①	259.460	43.180						8.00					1965744	1158427
141	'600176'	中国巨石		29.73①				38.522	4.741	662.950	42.340	1840.000							20150331一季报	42.340	87263	金属材料	29.73①	662.950	42.340						25.31					2208625	2208625
142	'600177'	雅戈尔  		8.60①				28.941	8.344	82.790	24.680	1691.000							20150331一季报	24.680	222661	纺织服装	8.60①	82.790	24.680						21.44					4773856	4773856
143	'600178'	东安动力		-128.98①				9.178	3.703	-25.210	43.100	6.000							20150331一季报	43.100	46208	机械仪表	-128.98①	-25.210	43.100						15.22					703286	703286
144	'600179'	黑化股份		-35.17①				-20.916	-0.167	-2.630	15.650	12.000							20150331一季报	15.650	39000	石油化工	-35.17①	-2.630	15.650						25.32					987480	987480
145	'600180'	瑞茂通  		89.07①				16.986	2.570	-6.760	9.060	17.000							20150331一季报	9.060	26442	商业贸易	89.07①	-6.760	9.060						41.97					3707961	1109750
146	'600182'	S佳通   		54.40①				23.419	3.435	-35.790	-24.280								20150331一季报	-24.280	17000	石油化工	54.40①	-35.790	-24.280						26.11					887740	443870
147	'600183'	生益科技		32.09①				16.495	2.671	-2.820	5.680	1521.000							20150331一季报	5.680	142302	电子	32.09①	-2.820	5.680						10.27					1461440	1461440
148	'600184'	光电股份		1693.18①				19.116	2.365	291.870	14.010	6.000							20150331一季报	14.010	41876	机械仪表	1693.18①	291.870	14.010						37.25					1559884	1559884
149	'600185'	格力地产		4.95①				36.759	5.772	1099.220	-94.160	1627.000							20150331一季报	-94.160	57759	房地产	4.95①	1099.220	-94.160						27.52					1589540	1589540
150	'600186'	莲花味精		-30.34①				-0.726	0.498	-74.850	-3.790	1294.000							20150331一季报	-3.790	106202	食品饮料	-30.34①	-74.850	-3.790						8.13					863426	863426
151	'600187'	国中水务		224.75①				44.307	1.839	-23.810	10.330	1457.000							20150331一季报	10.330	145562	社会服务	224.75①	-23.810	10.330						9.08					1321707	1321707
152	'600188'	兖州煤业		123.39①				28.045	7.689	-17.740	-44.120	1121.000							20150331一季报	-44.120	295998	采掘业	123.39①	-17.740	-44.120						17.62					8666221	5215485
153	'600189'	吉林森工		-19.95①				30.165	4.082	-86.190	3.950	1815.000							20150331一季报	3.950	31050	农牧业	-19.95①	-86.190	3.950						11.97					371669	371669
154	'600190'	锦州港  		60.21①				28.941	2.941	2.970	9.970	6.000							20150331一季报	9.970	133898	交通仓储	60.21①	2.970	9.970						8.67					1735987	1160896
155	'600191'	华资实业		31.33①				0.483	3.996	1937.020	-73.670	553.000							20150331一季报	-73.670	48493	食品饮料	31.33①	1937.020	-73.670						11.58					561551	561551
156	'600192'	长城电工		86.01①				26.231	4.222	-31.040	-7.530								20150331一季报	-7.530	44175	机械仪表	86.01①	-31.040	-7.530						14.45					638326	638326
157	'600193'	创兴资源		-653.50①					0.774	-38.620	-100.000	1546.000							20150331一季报	-100.000	42537	采掘业	-653.50①	-38.620	-100.000						26.14					1111925	1111925
158	'600195'	中牧股份		32.55①				22.759	6.889	3.090	75.510	2187.000							20150331一季报	75.510	42980	生物医药	32.55①	3.090	75.510						33.31					1431664	1431664
159	'600196'	复星医药		29.50①				49.312	7.573	29.020	5.360	2157.000							20150331一季报	5.360	190561	生物医药	29.50①	29.020	5.360						27.14					6273086	5171838
160	'600197'	伊力特  		21.49①				48.134	3.886	-22.520	0.750	2040.000							20150331一季报	0.750	44100	食品饮料	21.49①	-22.520	0.750						14.09					621369	621369
161	'600198'	大唐电信		-59.51①				20.923	4.397	-36.160	-21.030	687.000							20150331一季报	-21.030	49517	信息技术	-59.51①	-36.160	-21.030						40.92					3609587	2026231
162	'600199'	金种子酒	14.68	92.44①	4.48%	62629	7.80%	62.098	4.027	-31.990	-9.230	1585.000							20150331一季报	-9.230	55578	食品饮料	92.44①	-31.990	-9.230		234260			0.96	14.45	-1.39%	-70		-	815878	815878
163	'600200'	江苏吴中		-606.11①				15.141	1.567	-632.110	13.200	8.000							20150331一季报	13.200	52209	金属材料	-606.11①	-632.110	13.200						21.82					1371605	1139199
164	'600201'	金宇集团		26.13①				71.633	6.311	20.900	0.160	2129.000							20150331一季报	0.160	28253	生物医药	26.13①	20.900	0.160						61.67					1766321	1742353
165	'600202'	哈空调  		1255.88①				23.544	2.237	111.040	28.680								20150331一季报	28.680	38334	机械仪表	1255.88①	111.040	28.680						17.08					654746	654746
166	'600203'	福日电子		106.10①				5.240	3.967	26.650	126.090	564.000							20150331一季报	126.090	28378	商业贸易	106.10①	26.650	126.090						16.00					608449	454046
167	'600206'	有研新材		307.33①				9.093	3.270	160.560	32.460	441.000							20150331一季报	32.460	58713	电子	307.33①	160.560	32.460						18.44					1546707	1082676
168	'600207'	安彩高科		-29.55				5.937	1.121	-2812.420	8.940	55.000							20141231年报	8.940	44000	交通仓储	-29.55	-2812.420	8.940						11.56					797640	508640
169	'600208'	新湖中宝		119.74①				17.852	2.451	223.310	27.590	1505.000							20150331一季报	27.590	636300	房地产	119.74①	223.310	27.590						9.10					7405701	5790333
170	'600209'	罗顿发展		-199.23①				21.089	1.625	1.800	-21.180	541.000							20150331一季报	-21.180	37899	建筑业	-199.23①	1.800	-21.180						10.36					454816	392634
171	'600210'	紫江企业		103.69①				17.069	2.612	-18.630	-6.890	2371.000							20150331一季报	-6.890	143674	石油化工	103.69①	-18.630	-6.890						8.71					1321077	1251397
172	'600211'	西藏药业		263.68①				17.514	2.789	2.090	25.190	135.000							20150331一季报	25.190	11411	商业贸易	263.68①	2.090	25.190						60.12					875281	686023
173	'600212'	江泉实业		-120.00①				12.529	1.948	-738.560	-38.960	139.000							20150331一季报	-38.960	51170	综合类	-120.00①	-738.560	-38.960						12.24					626317	626317
174	'600213'	亚星客车		-110.94①				9.795	0.162	64.580	28.640	567.000							20150331一季报	28.640	22000	机械仪表	-110.94①	64.580	28.640						17.75					390500	390500
175	'600215'	长春经开		-120.29①				17.404	5.164	44.440	-4.790								20150331一季报	-4.790	46503	房地产	-120.29①	44.440	-4.790						15.59					724986	724986
176	'600216'	浙江医药		-123.92①				10.803	7.056	-130.910	-15.190	1563.000							20150331一季报	-15.190	93610	生物医药	-123.92①	-130.910	-15.190						14.87					1391993	1391986
177	'600218'	全柴动力		43.60①				12.415	4.840	23.750	9.690								20150331一季报	9.690	28340	机械仪表	43.60①	23.750	9.690						14.79					545389	419149
178	'600219'	南山铝业		59.20①				12.160	8.286	13.910	-6.970	2203.000							20150331一季报	-6.970	283518	金属材料	59.20①	13.910	-6.970						11.84					3356858	3356858
179	'600220'	江苏阳光		618.75①				20.735	0.950	-35.610	-16.190	2176.000							20150331一季报	-16.190	178334	纺织服装	618.75①	-35.610	-16.190						6.93					1235855	1235855
180	'600221'	海南航空		20.37①				30.065	2.440	427.420	6.400								20150331一季报	6.400	1181206	交通仓储	20.37①	427.420	6.400						6.16					7504224	7276231
181	'600222'	太龙药业		-426.74①				19.491	2.574	-211.110	-23.420	1276.000							20150331一季报	-23.420	49661	生物医药	-426.74①	-211.110	-23.420						14.68					842465	729022
182	'600223'	鲁商置业		79.50①				26.338	2.050	3.370	40.870	1903.000							20150331一季报	40.870	100097	房地产	79.50①	3.370	40.870						9.54					954923	954923
183	'600225'	天津松江		-9.06①				43.985	2.564	-76.140	-25.120	616.000							20150331一季报	-25.120	61937	房地产	-9.06①	-76.140	-25.120						10.51					983203	650956
184	'600226'	升华拜克		36.30①				13.801	3.614	106.400	-22.940								20150331一季报	-22.940	40555	石油化工	36.30①	106.400	-22.940						14.52					588858	588858
185	'600227'	赤天化  		-31.05①				2.519	2.902	-57.340	-0.02	37.000							20150331一季报	-0.02	95039	石油化工	-31.05①	-57.340	-0.02						12.06					1146173	1146173
186	'600228'	昌九生化		-219.40①				11.690	0.320	59.670	10.730	2577.000							20150331一季报	10.730	24132	石油化工	-219.40①	59.670	10.730						18.43					444753	444753
187	'600229'	青岛碱业		161.00				24.163	2.914	216.190	0.940	106.000							20141231年报	0.940	39579	石油化工	161.00	216.190	0.940						30.59					1210710	1210710
188	'600230'	沧州大化		-8.26①				-3.542	5.445	-507.580	-35.040	1998.000							20150331一季报	-35.040	29419	石油化工	-8.26①	-507.580	-35.040						14.35					422160	422160
189	'600231'	凌钢股份		-7.59①				-0.482	3.660	21.320	-23.660	2815.000							20150331一季报	-23.660	80400	金属材料	-7.59①	21.320	-23.660						5.77					463909	463909
190	'600232'	金鹰股份		175.83①				14.418	3.233	-2.430	-6.510								20150331一季报	-6.510	36472	纺织服装	175.83①	-2.430	-6.510						6.33					230867	230867
191	'600233'	大杨创世		104.42①				20.158	6.275	-28.870	43.510	531.000							20150331一季报	43.510	16500	纺织服装	104.42①	-28.870	43.510						27.40					452100	452100
192	'600234'	山水文化		-116.95①				100.000	0.259	-245.520	3.660	1666.000							20150331一季报	3.660	20245	电子	-116.95①	-245.520	3.660						23.39					473521	473521
193	'600235'	民丰特纸		-138.04①				17.241	3.980	-44.820	7.520								20150331一季报	7.520	35130	造纸印刷	-138.04①	-44.820	7.520						15.46					543110	543110
194	'600236'	桂冠电力		20.18①				46.446	1.812	1268.210	22.660								20150331一季报	22.660	112853	供水供电	20.18①	1268.210	22.660						7.75					1767348	874608
195	'600237'	铜峰电子		306.33①				20.083	2.516	271.520	11.460								20150331一季报	11.460	56437	电子	306.33①	271.520	11.460						10.17					573964	573964
196	'600238'	海南椰岛		2831.25①				45.524	1.980	-93.790	-16.220	27.000							20150331一季报	-16.220	44473	食品饮料	2831.25①	-93.790	-16.220						18.12					812138	805854
197	'600239'	云南城投		-37.39①				47.715	4.818	-169.670	-1.890	1788.000							20150331一季报	-1.890	82343	房地产	-37.39①	-169.670	-1.890						10.47					862131	862131
198	'600240'	华业地产		-147.42①				43.742	2.671	-139.740	-56.140	86.000							20150331一季报	-56.140	142425	房地产	-147.42①	-139.740	-56.140						17.69					2519505	2519505
199	'600241'	时代万恒		-31.81①				13.717	1.760	-221.810	4.800	87.000							20150331一季报	4.800	18020	商业贸易	-31.81①	-221.810	4.800						20.36					366887	366887
200	'600243'	青海华鼎		-39.15①				21.898	3.019	-42.880	-9.870								20150331一季报	-9.870	23685	机械仪表	-39.15①	-42.880	-9.870						13.53					320458	320458
201	'600246'	万通地产		30.23①				44.507	2.944	364.750	234.750	138.000							20150331一季报	234.750	121680	房地产	30.23①	364.750	234.750						5.32					647338	647338
202	'600248'	延长化建		43.26①				7.703	3.689	-22.140	-17.520	1484.000							20150331一季报	-17.520	46739	建筑业	43.26①	-22.140	-17.520						11.16					528637	521606
203	'600249'	两面针  		-25.22①				11.145	4.610	-39.730	9.740	2173.000							20150331一季报	9.740	45000	石油化工	-25.22①	-39.730	9.740						11.37					625350	511650
204	'600250'	南纺股份		-17.33①				5.150	1.214	-17.710	-67.150	9.000							20150331一季报	-67.150	25869	商业贸易	-17.33①	-17.710	-67.150						17.33					448314	448314
205	'600251'	冠农股份		37.21①				13.304	4.949	-34.260	-18.930	1977.000							20150331一季报	-18.930	36210	食品饮料	37.21①	-34.260	-18.930						25.42					997534	920458
206	'600252'	中恒集团		32.00①				76.839	5.342	10.210	-21.260	1087.000							20150331一季报	-21.260	109175	生物医药	32.00①	10.210	-21.260						24.32					2817154	2655130
207	'600255'	鑫科材料		-148.53①				2.148	1.779	-632.800	-6.520	2133.000							20150331一季报	-6.520	156375	金属材料	-148.53①	-632.800	-6.520						8.08					1429832	1263510
208	'600256'	广汇能源		94.04①				35.461	2.108	-81.850	-1.930								20150331一季报	-1.930	522142	采掘业	94.04①	-81.850	-1.930						11.21					5853217	5853217
209	'600257'	大湖股份		216.92①				26.568	1.786	-48.800	-10.840	0.000							20150331一季报	-10.840	42705	农牧业	216.92①	-48.800	-10.840						11.28					481712	481712
210	'600258'	首旅酒店		36.47①				85.808	5.164	-3.240	-48.330	1344.000							20150331一季报	-48.330	23140	社会服务	36.47①	-3.240	-48.330						18.70					432718	432718
211	'600259'	广晟有色		1654.75①				7.618	3.085	-31.190	55.240	1057.000							20150331一季报	55.240	24940	金属材料	1654.75①	-31.190	55.240						66.19					1734990	1650779
212	'600260'	凯乐科技		73.62①				20.931	3.028	-45.770	12.130	147.000							20150331一季报	12.130	52764	石油化工	73.62①	-45.770	12.130						14.93					995454	787767
213	'600261'	阳光照明		42.26①				24.913	1.820	20.310	22.060	1771.000							20150331一季报	22.060	145210	机械仪表	42.26①	20.310	22.060						11.24					1632164	1632164
214	'600262'	北方股份		-95.95①				12.597	6.923	-544.190	-45.850	2152.000							20150331一季报	-45.850	17000	机械仪表	-95.95①	-544.190	-45.850						44.98					764660	764660
215	'600266'	北京城建		38.55①				26.982	12.117	-9.770	0.650	1557.000							20150331一季报	0.650	106704	房地产	38.55①	-9.770	0.650						23.13					3624564	2468064
216	'600267'	海正药业		552.00①				24.592	7.280	-93.310	2.110								20150331一季报	2.110	83971	生物医药	552.00①	-93.310	2.110						22.08					2131894	1854078
217	'600268'	国电南自		-20.96①				17.842	2.953	10.270	35.470	211.000							20150331一季报	35.470	63525	机械仪表	-20.96①	10.270	35.470						14.25					905226	905226
218	'600269'	XD赣粤高		17.70①				49.320	5.346	9.570	44.150	3206.000							20150331一季报	44.150	233541	交通仓储	17.70①	9.570	44.150						7.08					1653468	1653468
219	'600270'	外运发展		40.41①				8.340	7.649	22.620	7.210	404.000							20150331一季报	7.210	90548	交通仓储	40.41①	22.620	7.210						29.13					2637668	2637668
220	'600271'	航天信息		65.11①				21.593	6.985	15.760	7.010	2178.000							20150331一季报	7.010	92340	信息技术	65.11①	15.760	7.010						91.16					8417715	8417715
221	'600272'	开开实业		224.25①				21.803	1.820	-89.860	2.880	696.000							20150331一季报	2.880	16000	商业贸易	224.25①	-89.860	2.880						17.94					435942	287040
222	'600273'	嘉化能源		42.14①				24.739	2.274	-23.860	-10.720	346.000							20150331一季报	-10.720	31500	纺织服装	42.14①	-23.860	-10.720						15.17					1981635	477855
223	'600275'	武昌鱼  		-538.18①				78.751	0.427	39.200	177.420	5.000							20150331一季报	177.420	50884	食品饮料	-538.18①	39.200	177.420						11.84					602463	602463
224	'600276'	恒瑞医药		39.33①				83.577	5.651	40.230	28.030								20150331一季报	28.030	149624	生物医药	39.33①	40.230	28.030						57.22					8611607	8561504
225	'600277'	亿利能源		172.02①				17.885	4.345	-47.450	-53.710	1828.000							20150331一季报	-53.710	208959	石油化工	172.02①	-47.450	-53.710						12.11					2530493	2530493
226	'600278'	东方创业		52.19①				4.775	5.753	99.550	-3.380	383.000							20150331一季报	-3.380	52224	商业贸易	52.19①	99.550	-3.380						18.79					981292	981292
227	'600279'	重庆港九		74.90①				25.624	7.083	-4.120	35.490	1856.000							20150331一季报	35.490	34209	交通仓储	74.90①	-4.120	35.490						15.28					705894	522717
228	'600280'	中央商场		41.32①				21.010	3.085	-5.440	6.320	15.000							20150331一季报	6.320	57417	商业贸易	41.32①	-5.440	6.320						26.94					1546807	1546807
229	'600281'	太化股份		-140.03①				2.129	1.336	53.010	-55.150								20150331一季报	-55.150	51440	石油化工	-140.03①	53.010	-55.150						9.41					484052	484052
230	'600282'	南钢股份		82.03①				10.324	2.230	349.930	-3.530	2840.000							20150331一季报	-3.530	387575	金属材料	82.03①	349.930	-3.530						6.30					2441724	2441724
231	'600283'	钱江水利		476.52①				42.323	4.798	24.760	12.310	128.000							20150331一季报	12.310	28533	供水供电	476.52①	24.760	12.310						18.87					666103	538418
232	'600284'	浦东建设		44.98①				8.075	6.789	8.870	16.920	426.000							20150331一季报	16.920	66104	建筑业	44.98①	8.870	16.920						15.51					1074905	1025273
233	'600285'	羚锐制药		47.56①				61.893	3.519	102.710	36.750	26.000							20150331一季报	36.750	45969	生物医药	47.56①	102.710	36.750						14.84					794775	682184
